guid,parent_guid,name,metric,weight,roles
8234006,8234000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Associate Trainee
8234007,8234000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Associate Trainee
8234008,8234000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Associate Trainee
8234009,8234000,Margins/Optimizations - GM Target,Budgeted GM at <<Budgeted GM>>,,Associate Trainee
8234010,8234000,Margins/Optimizations - Attrition,Attrition Percentage,,Associate Trainee
8234011,8234000,Margins/Optimizations - People Quality Mix,"Grading Matrix - A+,A,B+,B,C - 5:15:60:15:5",,Associate Trainee
8234012,8234000,Differentiated Delivery - Delivery Right First,Delivery Right First,15,Associate Trainee
8234013,8234000,Differentiated Delivery - Process Compliance,"Compliance (Processes, Trainings, Audits etc….)",5,Associate Trainee
8234014,8234000,Differentiated Delivery - Engineering Excellence,"Engineering Excellence
coding standards, peer review, easy to maintain code, superior unit coverage, sonarqube coverage as mandated by customer",10,Associate Trainee
8234015,8234000,Differentiated Delivery - Continual Improvement Productivity,"Productivity in hrs/FP for waterfall project
Story Point Throughput in SP/person day for Agile projects.
Services projects productivity in terms of SET.
Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure",20,Associate Trainee
8234016,8234000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators built/harvested,,Associate Trainee
8234017,8234000,Differentiated Delivery - Quality,"UAT defects, Period Closing, Rework, Payroll Run",15,Associate Trainee
8234018,8234000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",10,Associate Trainee
8234019,8234000,Employee Experience - Employee Satisfaction,ESAT Index,5,Associate Trainee
8234020,8234000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",15,Associate Trainee
8234021,8234000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Associate Trainee
9235001,9235000,Customer Delight - Customer Satisfaction,CSAT Index,15%,Practice Manager
9235002,9235000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Practice Manager
9235003,9235000,Growth/Scale - Revenue,Net new business from existing accounts,10%,Practice Manager
9235004,9235000,Growth/Scale - Order Book,Net new business from existing accounts (Budgeted at - $280m),,Practice Manager
9235005,9235000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Practice Manager
9235006,9235000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Practice Manager
9235007,9235000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Practice Manager
9235008,9235000,Margins/Optimizations - GM Target,Budgeted GM at x% (Percentage to be shared by manager),10%,Practice Manager
9235009,9235000,Margins/Optimizations - Attrition,Attrition Percentage,,Practice Manager
9235010,9235000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Practice Manager
9235011,9235000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",10%,Practice Manager
9235012,9235000,Differentiated Delivery - Productivity,Sum of % Billable and Internal Non billable Approved Utilization annually.Measured based on timesheet data.,10%,Practice Manager
9235013,9235000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Practice Manager
9235014,9235000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",5%,Practice Manager
9235015,9235000,Employee Experience - Employee Satisfaction,ESAT Index,15%,Practice Manager
9235016,9235000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Practice Manager
9235017,9235000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",25%,Practice Manager
9235018,9235000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Practice Manager
8236001,8236000,Customer Delight - Customer Satisfaction,CSAT Index,10%,Project Manager (all regions except ME)
8236002,8236000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Project Manager (all regions except ME)
8236003,8236000,Growth/Scale - Revenue,Achievement of revenue target,20%,Project Manager (all regions except ME)
8236004,8236000,Growth/Scale - Order Book,Achievement of upsell target,20%,Project Manager (all regions except ME)
8236005,8236000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Project Manager (all regions except ME)
8236006,8236000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Project Manager (all regions except ME)
8236007,8236000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Project Manager (all regions except ME)
8236008,8236000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Project Manager (all regions except ME)
8236009,8236000,Margins/Optimizations - GM Target,Achevement of GM targets,25%,Project Manager (all regions except ME)
8236010,8236000,Margins/Optimizations - Attrition,Attrition Percentage,,Project Manager (all regions except ME)
8236011,8236000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Project Manager (all regions except ME)
8236012,8236000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Project Manager (all regions except ME)
8236013,8236000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Project Manager (all regions except ME)
8236014,8236000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Project Manager (all regions except ME)
8236015,8236000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",15%,Project Manager (all regions except ME)
8236016,8236000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Project Manager (all regions except ME)
8236017,8236000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Project Manager (all regions except ME)
8236018,8236000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,Project Manager (all regions except ME)
8236019,8236000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Project Manager (all regions except ME)
8237001,8237000,Customer Delight - Customer Satisfaction,CSAT Index,10%,Project Manager (ME)
8237002,8237000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Project Manager (ME)
8237003,8237000,Growth/Scale - Revenue,Achievement of revenue target,25%,Project Manager (ME)
8237004,8237000,Growth/Scale - Order Book,Achievement of upsell target,,Project Manager (ME)
8237005,8237000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Project Manager (ME)
8237006,8237000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Project Manager (ME)
8237007,8237000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Project Manager (ME)
8237008,8237000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,20%,Project Manager (ME)
8237009,8237000,Margins/Optimizations - GM Target,Achevement of GM targets,30%,Project Manager (ME)
8237010,8237000,Margins/Optimizations - Attrition,Attrition Percentage,,Project Manager (ME)
8237011,8237000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Project Manager (ME)
8237012,8237000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Project Manager (ME)
8237013,8237000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Project Manager (ME)
8237014,8237000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Project Manager (ME)
8237015,8237000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",15%,Project Manager (ME)
8237016,8237000,Employee Experience - Employee Satisfaction,ESAT Index,,Project Manager (ME)
8237017,8237000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Project Manager (ME)
8237018,8237000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,Project Manager (ME)
8237019,8237000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Project Manager (ME)
8238001,8238000,Customer Delight - Customer Satisfaction,CSAT Index,20%,Program Manager (all regions except ME)
8238002,8238000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Program Manager (all regions except ME)
8238003,8238000,Growth/Scale - Revenue,Achievement of revenue target,20%,Program Manager (all regions except ME)
8238004,8238000,Growth/Scale - Order Book,Achievement of upsell target,,Program Manager (all regions except ME)
8238005,8238000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Program Manager (all regions except ME)
8238006,8238000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Program Manager (all regions except ME)
8238007,8238000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Program Manager (all regions except ME)
8238008,8238000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Program Manager (all regions except ME)
8238009,8238000,Margins/Optimizations - GM Target,Achevement of GM targets,30%,Program Manager (all regions except ME)
8238010,8238000,Margins/Optimizations - Attrition,Attrition Percentage,,Program Manager (all regions except ME)
8238011,8238000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Program Manager (all regions except ME)
8238012,8238000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Program Manager (all regions except ME)
8238013,8238000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Program Manager (all regions except ME)
8238014,8238000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Program Manager (all regions except ME)
8238015,8238000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",10%,Program Manager (all regions except ME)
8238016,8238000,Employee Experience - Employee Satisfaction,ESAT Index,5%,Program Manager (all regions except ME)
8238017,8238000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Program Manager (all regions except ME)
8238018,8238000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",10%,Program Manager (all regions except ME)
8238019,8238000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",5%,Program Manager (all regions except ME)
8239001,8239000,Customer Delight - Customer Satisfaction,CSAT Index,15%,Program Manager (ME)
8239002,8239000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Program Manager (ME)
8239003,8239000,Growth/Scale - Revenue,Achievement of revenue target,20%,Program Manager (ME)
8239004,8239000,Growth/Scale - Order Book,Achievement of upsell target,,Program Manager (ME)
8239005,8239000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Program Manager (ME)
8239006,8239000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Program Manager (ME)
8239007,8239000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Program Manager (ME)
8239008,8239000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,10%,Program Manager (ME)
8239009,8239000,Margins/Optimizations - GM Target,Achevement of GM targets,35%,Program Manager (ME)
8239010,8239000,Margins/Optimizations - Attrition,Attrition Percentage,,Program Manager (ME)
8239011,8239000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Program Manager (ME)
8239012,8239000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Program Manager (ME)
8239013,8239000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Program Manager (ME)
8239014,8239000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Program Manager (ME)
8239015,8239000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",10%,Program Manager (ME)
8239016,8239000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Program Manager (ME)
8239017,8239000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Program Manager (ME)
8239018,8239000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,Program Manager (ME)
8239019,8239000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Program Manager (ME)
8240001,8240000,Customer Delight - Customer Satisfaction,CSAT Index,25%,SDM (all regions except ME)
8240002,8240000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,SDM (all regions except ME)
8240003,8240000,Growth/Scale - Revenue,Achievement of revenue target,20%,SDM (all regions except ME)
8240004,8240000,Growth/Scale - Order Book,Achievement of upsell target,10%,SDM (all regions except ME)
8240005,8240000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,SDM (all regions except ME)
8240006,8240000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,SDM (all regions except ME)
8240007,8240000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,SDM (all regions except ME)
8240008,8240000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,SDM (all regions except ME)
8240009,8240000,Margins/Optimizations - GM Target,Achevement of GM targets,20%,SDM (all regions except ME)
8240010,8240000,Margins/Optimizations - Attrition,Attrition Percentage,,SDM (all regions except ME)
8240011,8240000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,SDM (all regions except ME)
8240012,8240000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,SDM (all regions except ME)
8240013,8240000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,SDM (all regions except ME)
8240014,8240000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,SDM (all regions except ME)
8240015,8240000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",10%,SDM (all regions except ME)
8240016,8240000,Employee Experience - Employee Satisfaction,ESAT Index,15%,SDM (all regions except ME)
8240017,8240000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,SDM (all regions except ME)
8240018,8240000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,SDM (all regions except ME)
8240019,8240000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,SDM (all regions except ME)
8241001,8241000,Customer Delight - Customer Satisfaction,CSAT Index,15%,SDM (ME)
8241002,8241000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,SDM (ME)
8241003,8241000,Growth/Scale - Revenue,Achievement of revenue target,20%,SDM (ME)
8241004,8241000,Growth/Scale - Order Book,Achievement of upsell target,,SDM (ME)
8241005,8241000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,SDM (ME)
8241006,8241000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,SDM (ME)
8241007,8241000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,SDM (ME)
8241008,8241000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,15%,SDM (ME)
8241009,8241000,Margins/Optimizations - GM Target,Achevement of GM targets,30%,SDM (ME)
8241010,8241000,Margins/Optimizations - Attrition,Attrition Percentage,,SDM (ME)
8241011,8241000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,SDM (ME)
8241012,8241000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,SDM (ME)
8241013,8241000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,SDM (ME)
8241014,8241000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,SDM (ME)
8241015,8241000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",10%,SDM (ME)
8241016,8241000,Employee Experience - Employee Satisfaction,ESAT Index,10%,SDM (ME)
8241017,8241000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,SDM (ME)
8241018,8241000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,SDM (ME)
8241019,8241000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,SDM (ME)
8242001,8242000,Customer Delight - Customer Satisfaction,CSAT Index,20%,Onsite Regional Leader (all regions except ME)
8242002,8242000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Onsite Regional Leader (all regions except ME)
8242003,8242000,Growth/Scale - Revenue,Achievement of revenue target,30%,Onsite Regional Leader (all regions except ME)
8242004,8242000,Growth/Scale - Order Book,Achievement of upsell target,,Onsite Regional Leader (all regions except ME)
8242005,8242000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Onsite Regional Leader (all regions except ME)
8242006,8242000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Onsite Regional Leader (all regions except ME)
8242007,8242000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Onsite Regional Leader (all regions except ME)
8242008,8242000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Onsite Regional Leader (all regions except ME)
8242009,8242000,Margins/Optimizations - GM Target,Achevement of GM targets,30%,Onsite Regional Leader (all regions except ME)
8242010,8242000,Margins/Optimizations - Attrition,Attrition Percentage,,Onsite Regional Leader (all regions except ME)
8242011,8242000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Onsite Regional Leader (all regions except ME)
8242012,8242000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Onsite Regional Leader (all regions except ME)
8242013,8242000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Onsite Regional Leader (all regions except ME)
8242014,8242000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Onsite Regional Leader (all regions except ME)
8242015,8242000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",5%,Onsite Regional Leader (all regions except ME)
8242016,8242000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Onsite Regional Leader (all regions except ME)
8242017,8242000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Onsite Regional Leader (all regions except ME)
8242018,8242000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",5%,Onsite Regional Leader (all regions except ME)
8242019,8242000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Onsite Regional Leader (all regions except ME)
8243001,8243000,Customer Delight - Customer Satisfaction,CSAT Index,15%,Onsite Regional Leader (ME)
8243002,8243000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Onsite Regional Leader (ME)
8243003,8243000,Growth/Scale - Revenue,Achievement of revenue target,30%,Onsite Regional Leader (ME)
8243004,8243000,Growth/Scale - Order Book,Achievement of upsell target,,Onsite Regional Leader (ME)
8243005,8243000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Onsite Regional Leader (ME)
8243006,8243000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Onsite Regional Leader (ME)
8243007,8243000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Onsite Regional Leader (ME)
8243008,8243000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,5%,Onsite Regional Leader (ME)
8243009,8243000,Margins/Optimizations - GM Target,Achevement of GM targets,35%,Onsite Regional Leader (ME)
8243010,8243000,Margins/Optimizations - Attrition,Attrition Percentage,,Onsite Regional Leader (ME)
8243011,8243000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Onsite Regional Leader (ME)
8243012,8243000,Differentiated Delivery - Quality,"1. UAT defects, 2. Period Closing, 3. Rework, 4. Payroll Run, 5. Configuration-No of Iterations/Rework, 6. Integration /Reports/DM- No of Iterations/Rework/SIT Defects/QC, 7. Extension- No of Iterations/Rework/SIT Defects/QC 8. Testing - No of bugs/Defects found/QC",,Onsite Regional Leader (ME)
8243013,8243000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Onsite Regional Leader (ME)
8243014,8243000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Onsite Regional Leader (ME)
8243015,8243000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",5%,Onsite Regional Leader (ME)
8243016,8243000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Onsite Regional Leader (ME)
8243017,8243000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Onsite Regional Leader (ME)
8243018,8243000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",,Onsite Regional Leader (ME)
8243019,8243000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Onsite Regional Leader (ME)
8244001,8244000,Customer Delight - Customer Satisfaction,CSAT Index,10%,Offshore Regional Leader (all regions except ME)
8244002,8244000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Offshore Regional Leader (all regions except ME)
8244003,8244000,Growth/Scale - Revenue,Achievement of revenue target,20%,Offshore Regional Leader (all regions except ME)
8244004,8244000,Growth/Scale - Order Book,Achievement of upsell target,,Offshore Regional Leader (all regions except ME)
8244005,8244000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Offshore Regional Leader (all regions except ME)
8244006,8244000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Offshore Regional Leader (all regions except ME)
8244007,8244000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Offshore Regional Leader (all regions except ME)
8244008,8244000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Offshore Regional Leader (all regions except ME)
8244009,8244000,Margins/Optimizations - GM Target,Achevement of GM targets,30%,Offshore Regional Leader (all regions except ME)
8244010,8244000,Margins/Optimizations - Attrition,Attrition Percentage,,Offshore Regional Leader (all regions except ME)
8244011,8244000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Offshore Regional Leader (all regions except ME)
8244012,8244000,Differentiated Delivery - Quality,Refer Qaulity Defination,15%,Offshore Regional Leader (all regions except ME)
8244013,8244000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Offshore Regional Leader (all regions except ME)
8244014,8244000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Offshore Regional Leader (all regions except ME)
8244015,8244000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",5%,Offshore Regional Leader (all regions except ME)
8244016,8244000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Offshore Regional Leader (all regions except ME)
8244017,8244000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Offshore Regional Leader (all regions except ME)
8244018,8244000,Employee Experience - People Quality Mix,"Grading Matrix Target ratio - A+,A,B+,B,C - 5:15:60:15:5",10%,Offshore Regional Leader (all regions except ME)
8244019,8244000,Employee Experience - Learning,"Manager sets quarterly Learning Goal for the Team, 
if the goal gets completed then kpi is achieved. (1-5 Score)",,Offshore Regional Leader (all regions except ME)
8245001,8245000,Customer Delight - Customer Satisfaction,CSAT Index,10%,Offshore Regional Leader (ME)
8245002,8245000,Customer Delight - Value Based Delivery,% of Existing Accounts New Business contracted as VBD,,Offshore Regional Leader (ME)
8245003,8245000,Growth/Scale - Revenue,Achievement of revenue target,20%,Offshore Regional Leader (ME)
8245004,8245000,Growth/Scale - Order Book,Achievement of upsell target,,Offshore Regional Leader (ME)
8245005,8245000,Growth/Scale - On Time Fulfillment,Requisition to Fulfillment,,Offshore Regional Leader (ME)
8245006,8245000,Growth/Scale - Delivery Led Growth,# of Account mining into existing accounts (Cross Sell),,Offshore Regional Leader (ME)
8245007,8245000,Growth/Scale - Managed Services,% of EANB revenue into Annuity,,Offshore Regional Leader (ME)
8245008,8245000,Growth/Scale - Collection,Timely collection against the invoice raised to Client.,,Offshore Regional Leader (ME)
8245009,8245000,Margins/Optimizations - GM Target,Achevement of GM targets,35%,Offshore Regional Leader (ME)
8245010,8245000,Margins/Optimizations - Attrition,Attrition Percentage,,Offshore Regional Leader (ME)
8245011,8245000,Differentiated Delivery - Assets/Accelerators,# of Delivery Assets & Accelerators,,Offshore Regional Leader (ME)
8245012,8245000,Differentiated Delivery - Quality,Refer Qaulity Defination,10%,Offshore Regional Leader (ME)
8245013,8245000,Differentiated Delivery - Productivity,Allocated Man-Days at the time of Kick-Off v/s Actual Man-Days at the time of Project Closure,,Offshore Regional Leader (ME)
8245014,8245000,Differentiated Delivery - Standardization,"Manager sets quarterly Standardization Target for the Team, 
if the target gets completed then kpi is achieved. (1-5 Score)",,Offshore Regional Leader (ME)
8245015,8245000,Differentiated Delivery - Compliance,"Compliance (Processes, Trainings, Audits etc….)",5%,Offshore Regional Leader (ME)
8245016,8245000,Employee Experience - Employee Satisfaction,ESAT Index,10%,Offshore Regional Leader (ME)
8245017,8245000,Employee Experience - Internal Fulfillment,% of requisition to fulfillment,,Offshore Regional Leader (ME)
